link,title,post_day,price,street,locality,region,area,old_address
https://alonhadat.com.vn/nha-rieng-toa-lac-khu-compoud-nguyen-trong-tuyen-p1-tb-5-2x20m-4-tang-gia-24ty-18707809.html,"Nhà Riêng Toạ lạc khu compoud Nguyễn Trọng Tuyển P1 TB (5.2x20m) 4 tầng, giá 24tỷ",2026-05-27,Giá: 24 tỷ,Đường Nguyễn Trọng Tuyển,Phường Cầu Kiệu,Hồ Chí Minh,108 m²,"Đường Nguyễn Trọng Tuyển, Phường 1, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-rieng-tai-hxh-6m-le-van-sy-quan-3-14-5-ty-4-5mx14-5m-65-m2-nha-dep-18707945.html,"Nhà riêng tại HXH 6m Lê Văn Sỹ , Quận 3, 14,5 tỷ,(4.5mx14,5m)  65 m2,nhà đẹp",2026-05-27,"Giá: 14,5 tỷ",Đường Lê Văn Sỹ,Phường Nhiêu Lộc,Hồ Chí Minh,65 m²,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/hem-xe-hoi-6m-duong-le-van-sy-phu-nhuan-cn-70m2-5-x-14m-nha-cu-3-lau-12-5-ty-18707304.html,Hẻm xe hơi 6m đường Lê Văn Sỹ Phú Nhuận - CN 70m2 (5 x 14m) - Nhà cũ 3 lầu  - 12.5 tỷ,2026-05-27,"Giá: 12,5 tỷ",Đường Lê Văn Sỹ,Phường Phú Nhuận,Hồ Chí Minh,70 m²,"Đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/hem-xe-hoi-6m-duong-huynh-van-banh-phu-nhuan-cn-70m2-5-x-14m-nha-cu-3-lau-13-ty-18707323.html,Hẻm xe hơi 6m đường Huỳnh Văn Bánh Phú Nhuận - CN 70m2 (5 x 14m) - Nhà cũ 3 lầu - 13 tỷ,2026-05-27,Giá: 13 tỷ,Đường Huỳnh Văn Bánh,Phường Phú Nhuận,Hồ Chí Minh,70 m²,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-hiem-can-goc-2-mat-hem-xe-hoi-le-van-sy-5-5mx20m-nha-xay-tret-2-lau-gia-19-ty-18702275.html,(Hiếm) - Căn góc 2 mặt hẻm xe hơi Lê Văn Sỹ - 5.5mx20m - Nhà xây trệt 2 lầu giá 19 tỷ,2026-05-27,Giá: 19 tỷ,Đường Lê Văn Sỹ,Phường Tân Sơn Hòa,Hồ Chí Minh,115 m²,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-hxh-dang-van-ngu-p10-phu-nhuan-4-5m-x-12m-3-lau-hdt-20tr-gia-11-8-tl-18702339.html,BÁN NHÀ HXH  Đặng Văn Ngữ P10 Phú Nhuận (4.5m x 12m )  3 lầu -hđt 20tr - giá 11.8 tl,2026-05-27,"Giá: 11,8 tỷ",Đường Đặng Văn Ngữ,Phường Phú Nhuận,Hồ Chí Minh,50 m²,"Đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-huynh-van-banh-phu-nhuan-nha-moi-o-ngay-ngang-5-5m-4-tang-hxh-18-ty-18705370.html,"Bán nhà Huỳnh Văn Bánh, Phú Nhuận, nhà mới ở ngay, ngang 5.5m  4 tầng, HXH ,18 TỶ",2026-05-27,Giá: 18 tỷ,Đường Huỳnh Văn Bánh,Phường Phú Nhuận,Hồ Chí Minh,115 m²,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-dang-thuy-tram-p13-binh-thanh-ngang-5m-cuc-hiem-18608823.html,"BÁN NHÀ ĐẶNG THÙY TRÂM, P13, BÌNH THẠNH – NGANG 5m X 11m, 3 tầng, Giá 10.4 tỷ bớt lộc",2026-05-27,"Giá: 10,4 tỷ",Đường Đặng Thuỳ Trâm,Phường Bình Lợi Trung,Hồ Chí Minh,55 m²,"Đường Đặng Thuỳ Trâm, Phường 13, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-mat-tien-sieu-pham-nguyen-thai-binh-gan-xuan-hong-p-12-tan-binh-nha-dep-18712580.html,"Bán nhà mặt tiền siêu phẩm Nguyễn Thái Bình, gần Xuân Hồng, P.12 Tân Bình, nhà đẹp",2026-05-27,"Giá: 22,6 tỷ",Đường Nguyễn Thái Bình,Phường Bảy Hiền,Hồ Chí Minh,72 m²,"Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-khu-ten-lua-mt-duong-so-12-dt-5-x-20m-3-5-tam-12-6-ty-canh-aeon-mall-18529600.html,"Bán nhà khu Tên Lửa, MT đường Số 12, DT 5 x 20m, 3.5 tấm, 12.6 tỷ. cạnh Aeon Mall",2026-05-27,"Giá: 12,6 tỷ",Đường Tên Lửa,Phường An Lạc,Hồ Chí Minh,100 m²,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/goc-2-mat-duong-hem-xe-hoi-574-kinh-duong-vuong-7-5-x-10m-5-9-ty--18659611.html,"GÓC 2 MẶT ĐƯỜNG – HẺM XE HƠI 574 KINH DƯƠNG VƯƠNG – 7.5 x 10M, 5.9 TỶ.",2026-05-27,"Giá: 5,9 tỷ",Đường Kinh Dương Vương,Phường An Lạc,Hồ Chí Minh,73 m²,"Đường Kinh Dương Vương, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/sieu-pham-mat-tien-pham-ngoc-thach-p6-quan-3-dt-6-5x23m-dtcn-150m2-gia-58-ty-18712443.html,"Siêu Phẩm Mặt Tiền Phạm Ngọc Thạch P6 Quận 3, DT: 6,5x23m-DTCN: 150m2 Giá 58 tỷ",2026-05-27,Giá: 58 tỷ,Đường Phạm Ngọc Thạch,Phường Xuân Hòa,Hồ Chí Minh,150 m²,"Đường Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-khu-binh-thanh-binh-tan-hxt-thong-2-tang-ngang-4m-dtsd-70m-3-53-ty-18706768.html,"Bán nhà khu Bình Thành, Bình Tân - HXT Thông - 2 tầng,Ngang 4m - DTSD 70m² - 3.53 TỶ",2026-05-27,"Giá: 3,53 tỷ",Đường Bình Thành,Phường Bình Tân,Hồ Chí Minh,70 m²,"Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/mat-tien-hem-10m-tan-son-64m2-4-tang-4x16-6-phong-gia-7-x-ty-tan-binh-18708798.html,"MẶT TIỀN HẺM 10M - TÂN SƠN - 64M2 - 4 TẦNG - 4x16 - 6 PHÒNG - GIÁ 7.X TỶ, TÂN BÌNH",2026-05-27,"Giá: 7,6 tỷ",Đường Tân Sơn,Phường Tân Sơn,Hồ Chí Minh,64 m²,"Đường Tân Sơn, Phường 15, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-179-phu-nhuan-ngang-6-2m-hiem-co-hem-xe-hoi-ho-bieu-chanh-18429721.html,(179) PHÚ NHUẬN - NGANG 6.2M HIẾM CÓ - HẺM XE HƠI HỒ BIỂU CHÁNH,2026-05-27,"Giá: 9,3 tỷ",Đường Hồ Biểu Chánh,Phường Đức Nhuận,Hồ Chí Minh,64 m²,"Đường Hồ Biểu Chánh, Phường Đức Nhuận, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-khach-san-10-tang-mt-nguyen-trai-cung-duong-sam-uat-nhat-q5-18696322.html,"Bán khách sạn 10 tầng, MT Nguyễn Trãi cung đường sầm uất nhất Q5",2026-05-27,Giá: 170 tỷ,Đường Nguyễn Trãi,Phường Chợ Quán,Hồ Chí Minh,650 m²,"Đường Nguyễn Trãi, Phường 3, Quận 5, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/2-mat-tien-xe-tai-thong-dt-100m2-khu-cao-tang-gan-cho-26-3-giap-aeon-tan-phu-8-0x-ty-18709036.html,"2 Mặt Tiền Xe Tải Thông, DT 100m2, Khu Cao Tầng, Gần Chợ 26/3, Giáp Aeon Tân Phú, 8.0X Tỷ",2026-05-27,"Giá: 8,08 tỷ",Đường 26/3,Phường Bình Hưng Hòa,Hồ Chí Minh,100 m²,"Đường 26/3, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/34-ty-so-huu-toa-building-ngay-luy-ban-bich-q-tan-phu-dt-8x25m-ham-5-lau-hdt-85-trieu-18701590.html,"34 tỷ sở hữu tòa building ngay Lũy Bán Bích,Q.Tân Phú,DT:8x25m,hầm 5 lầu,HĐT:85 triệu",2026-05-27,Giá: 34 tỷ,Đường Lũy Bán Bích,Phường Tân Sơn Nhì,Hồ Chí Minh,170 m²,"Đường Lũy Bán Bích, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-2-tang-thich-quang-duc-4mx13m-no-hau-5m-gia-9-5-ty-18711637.html,"Nhà 2 tầng Thích Quảng Đức (4mx13m. Nở hậu 5m). Giá 9,5 tỷ",2026-05-27,"Giá: 9,5 tỷ",Đường Thích Quảng Đức,Phường Đức Nhuận,Hồ Chí Minh,55 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/quy-dat-xay-dung-cao-tang-so-31-le-quy-don-q3-20x22m-hdt-380tr-thang--18057065.html,Qũy đất xây dựng cao tầng - Số 31 Lê Qúy Đôn Q3 | 20x22m | HĐT: 380tr/tháng |,2026-05-27,Giá: 135 tỷ,Đường Lê Quý Đôn,Phường Xuân Hòa,Hồ Chí Minh,440 m²,"Đường Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/quy-dat-sieu-khan-hiem-22x60m-doan-dep-tran-hung-dao-2-chieu-gia-300-ty--18431281.html,Qũy đất siêu khan hiếm - MT Trần Hưng Đạo | 22x60m |  Đoạn 2 chiều | Gía 250 tỷ |,2026-05-27,Giá: 250 tỷ,Đường Trần Hưng Đạo,Phường Chợ Quán,Hồ Chí Minh,1200 m²,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/goc-2mt-nam-ky-khoi-nghia-q3-14x25m-ham-8-tang-hdt-500-trieu-thang--18441242.html,"Góc 2MT Nam Kỳ Khởi Nghĩa, Q3 | 14x25m | hầm 8 tầng | HĐT 500 triệu/tháng |",2026-05-27,Giá: 150 tỷ,Đường Nam Kỳ Khởi Nghĩa,Phường Xuân Hòa,Hồ Chí Minh,350 m²,"Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/toa-nha-2-000m2-goc-2-mt-ngay-hai-ba-trung-13-5x20m-2-ham-10-tang--18516600.html,"Tòa nhà 2.000m2 - góc 2 MT | Ngay Hai Bà Trưng | 13,5x20m | 2 hầm + 10 tầng |",2026-05-27,Giá: 280 tỷ,Đường Đông Du,Phường Sài Gòn,Hồ Chí Minh,300 m²,"Đường Đông Du, Phường Bến Nghé, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-mat-tien-123-nguyen-dinh-chieu-12x36m-ct-9-tang-gia-160-ty--18708877.html,Bán mặt tiền 123 Nguyễn Đình Chiểu | 12x36m | CT: 9 Tầng | Gía 160 tỷ |,2026-05-27,Giá: 160 tỷ,Đường Nguyễn Đình Chiểu,Phường Tân Định,Hồ Chí Minh,400 m²,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ngay-ho-con-rua-so-123-nguyen-dinh-chieu-q3-12x36m-ctxd-9-tang-gia-160-ty--18648095.html,Ngay Hồ Con Rùa !! Số 123 Nguyễn Đình Chiểu Q3 | 12x36m | CTXD: 9 Tầng | Gía 160 tỷ |,2026-05-27,Giá: 160 tỷ,Đường Nguyễn Đình Chiểu,Phường Xuân Hòa,Hồ Chí Minh,432 m²,"Đường Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-3-tang-4x15m-ngay-cau-phu-long-ha-huy-giap-quan-12-5-6-ty-18697395.html,Nhà 3 tầng - 4x15m - Ngay Cầu Phú Long - Hà Huy Giáp - Quận 12 - 5.6 Tỷ,2026-05-27,"Giá: 5,6 tỷ",Đường Hà Huy Giáp,Phường An Phú Đông,Hồ Chí Minh,60 m²,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-xinh-xan-ngang-4-2m-duong-nguyen-thai-binh-p12-tan-binh-14-ty-18711472.html,"NHÀ XINH XẮN NGANG 4,2M ĐƯỜNG NGUYỄN THÁI BÌNH-P12-TÂN BÌNH- 14 TỶ",2026-05-27,Giá: 14 tỷ,Đường Nguyễn Thái Bình,Phường Bảy Hiền,Hồ Chí Minh,82 m²,"Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nhinh-4ty-nha-shr-goc-2mt-duc-3-tang-2-xet-lam-thi-ho-p-tan-chanh-hiep-q12-18696214.html,Nhỉnh 4ty Nhà SHR góc 2MT đúc 3 tầng 2 xẹt Lâm Thị Hố P. Tân Chánh Hiệp Q12,2026-05-27,"Giá: 4,79 tỷ",Đường Lâm Thị Hố,Phường Trung Mỹ Tây,Hồ Chí Minh,44 m²,"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nhinh-2ty-nha-shr-hiep-thanh-26-sat-ben-xe-bus-hiep-thanh-va-cho-gian-dan-q12-18696255.html,Nhỉnh 2ty nhà SHR Hiệp Thành 26 sát bến xe Bus Hiệp Thành và chợ Giãn Dân Q12,2026-05-27,"Giá: 2,46 tỷ",Đường Hiệp Thành 26,Phường Tân Thới Hiệp,Hồ Chí Minh,22 m²,"Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-goc-2-mat-tien-gan-cho-tran-huu-trang-khai-thac-cuc-tot-18711339.html,"NHÀ GÓC 2 MẶT TIỀN – GẦN CHỢ TRẦN HỮU TRANG, KHAI THÁC CỰC TỐT",2026-05-27,"Giá: 14,2 tỷ",Đường Huỳnh Văn Bánh,Phường Phú Nhuận,Hồ Chí Minh,60 m²,"Đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-gan-trung-tam-trien-lam-hoang-van-thu-vi-tri-dep-gia-tot-18711314.html,"NHÀ GẦN TRUNG TÂM TRIỂN LÃM HOÀNG VĂN THỤ – VỊ TRÍ ĐẸP, GIÁ TỐT",2026-05-27,Giá: 14 tỷ,Đường Nguyễn Thái Bình,Phường Bảy Hiền,Hồ Chí Minh,82 m²,"Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/mat-tien-gan-cho-tan-binh-gia-tot-khai-thac-ngay-18711288.html,MẶT TIỀN GẦN CHỢ TÂN BÌNH – GIÁ TỐT KHAI THÁC NGAY,2026-05-27,"Giá: 11,8 tỷ",Đường Hồng Lạc,Phường Bảy Hiền,Hồ Chí Minh,60 m²,"Đường Hồng Lạc, Phường 10, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-goc-le-van-sy-vi-tri-dep-gia-tot-18711261.html,"NHÀ GÓC LÊ VĂN SỸ – VỊ TRÍ ĐẸP, GIÁ TỐT",2026-05-27,"Giá: 14,5 tỷ",Đường Lê Văn Sỹ,Phường Phú Nhuận,Hồ Chí Minh,65 m²,"Đường Lê Văn Sỹ, Phường Phú Nhuận, Quận Phú Nhuận, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-mat-tien-duong-so-tan-kieng-quan-7-110m2-4tang-nha-2-mat-tien-18-9ty--18459756.html,"Bán nhà mặt tiền đường số tân kiểng quận 7 - 110m2- 4TẦNG - NHÀ 2 MẶT TIỀN - 18,9TỶ.",2026-05-27,"Giá: 18,9 tỷ",Đường Số 4,Phường Tân Hưng,Hồ Chí Minh,110 m²,"Đường Số 4, Phường Tân Kiểng, Quận 7, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-dang-co-san-hop-dong-thue-12-trieu-thang-mua-la-co-dong-tien-ngay-18710885.html,Nhà đang có sẵn hợp đồng thuê 12 triệu/tháng – mua là có dòng tiền ngay,2026-05-27,"Giá: 1,32 tỷ",Đường Hoàng Đạo Thúy,Xã Bình Chánh,Hồ Chí Minh,46 m²,"Đường Hoàng Đạo Thúy, Xã An Phú Tây, Huyện Bình Chánh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/mat-pho-hoang-hoa-tham-340m2-ngang-hiem-8m-so-a4-ket-noi-truong-chinh-ra-ga-t3-80-ty-18349028.html,"Bán mặt tiền Hoàng Hoa Thám – ngang 8m hiếm có – 340m² đất công nhận – chỉ 83 tỷ, khu K300",2026-05-27,Giá: 83 tỷ,Đường Hoàng Hoa Thám,Phường Tân Bình,Hồ Chí Minh,340 m²,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/-chi-59-2-trieu-m-so-huu-quy-dat-lon-425-2m-ngay-trung-tam-thu-duc-18703355.html,"🏡 CHỈ 59,2 TRIỆU/M² – SỞ HỮU QUỸ ĐẤT LỚN 425,2m² NGAY TRUNG TÂM THỦ ĐỨC",2026-05-27,"Giá: 25,2 tỷ",Đường Kha Vạn Cân,Phường Hiệp Bình,Hồ Chí Minh,425 m²,"Đường Kha Vạn Cân, Phường Linh Đông, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-moi-dep-4x10-le-van-quoi-gia-4-83-ti-18620278.html,"Nhà 1 trệt 1 lầu 4x13 Mã Lò gần TÊN LỬA - Giá 4,6 tỉ",2026-05-27,"Giá: 4,6 tỷ",Đường Mã Lò,Phường Bình Tân,Hồ Chí Minh,52 m²,"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-2-tang-136m2-ngay-cho-dem-linh-trung-thu-duc-ma-chi-3ty4-18622683.html,"Nhà 2 tầng 136m2 ngay chợ đêm Linh Trung, Thủ Đức mà chỉ 3tỷ4",2026-05-27,"Giá: 3,4 tỷ",Đường Tỉnh Lộ 43,Phường Tam Bình,Hồ Chí Minh,136 m²,"Đường Tỉnh Lộ 43, Phường Tam Bình, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-2-lau-truong-luu-q9-71m-duong-8m-chi-3-8-ty-tl--18622810.html,Nhà 2 lầu Trường Lưu Q9 71m² đường 8m chỉ 3.8 tỷ (TL),2026-05-27,"Giá: 3,8 tỷ",Đường Trường Lưu,Phường Long Trường,Hồ Chí Minh,71 m²,"Đường Trường Lưu, Phường Long Trường, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-hem-340-duong-long-phuoc-gia-4ty199tr-18710197.html,Nhà hẻm 340 đường Long Phước giá 4ty199tr,2026-05-27,"Giá: 4,199 tỷ",Đường Long Phước,Phường Long Trường,Hồ Chí Minh,50 m²,"Đường Long Phước, Phường Long Trường, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-hem-730-la-xuan-oai-gia-6ty5-18710182.html,Nhà hẻm 730 lã xuân oai giá 6ty5,2026-05-27,"Giá: 6,5 tỷ",Đường Lã Xuân Oai,Phường Long Trường,Hồ Chí Minh,54 m²,"Đường Lã Xuân Oai, Phường Long Trường, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nt-cao-cap-mtkd-nguyen-ngoc-nhut-tan-phu-8x19m-duc-lung-4-lau-st-gan-tan-huong--17845131.html,Bán NT cao cấp MTKD Nguyễn Ngọc Nhựt Tân Phú 8x19m đúc lửng 4 lầu ST (gần Tân Hương),2026-05-27,"Giá: 28,9 tỷ",Đường Nguyễn Ngọc Nhựt,Phường Phú Thọ Hòa,Hồ Chí Minh,150 m²,"Đường Nguyễn Ngọc Nhựt, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/goc-2-mat-tien-1446-truong-sa-q-tan-binh-dt-15-x-4-1m-dtcn-55m2-hdt-50tr-th-gia-17-ty-18710131.html,"Góc 2 Mặt Tiền 1446 Trường Sa Q.Tân Bình, DT: 15 x 4,1m -DTCN: 55m2-HĐT: 50tr/th Giá 17 tỷ",2026-05-27,Giá: 17 tỷ,Đường Trường Sa,Phường Tân Sơn Hòa,Hồ Chí Minh,55 m²,"Đường Trường Sa, Phường 3, Quận Tân Bình, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-2mt-hem-xe-hoi-243-to-hien-thanh-quan-10-dt-4-x-21m-dtcn-82m2-4-tang-gia-20-5-ty-18710108.html,"Nhà 2MT Hẻm Xe Hơi 243 Tô Hiến Thành Quận 10, DT: 4 x 21m -DTCN: 82m2 - 4 tầng Giá 20,5 tỷ",2026-05-27,"Giá: 20,5 tỷ",Đường Tô Hiến Thành,Phường Hòa Hưng,Hồ Chí Minh,82 m²,"Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/nha-hem-xe-hoi-ngay-van-hanh-mall-quan-10-dt-4-3-x-14m-5-tang-hdt-45tr-th-gia-26-ty-18710092.html,"Nhà Hẻm Xe Hơi Ngay Vạn Hạnh Mall Quận 10, DT: 4,3 x 14m - 5 tầng - HĐT: 45tr/th Giá 26 tỷ",2026-05-27,Giá: 26 tỷ,Đường Sư Vạn Hạnh,Phường Hòa Hưng,Hồ Chí Minh,111 m²,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-nha-hxh-436-duong-3-thang-2-quan-10-dt-6x19m-dtcn-111m2-4-lau-gia-23-ty-18710077.html,"Bán Nhà HXH 436 đường 3 tháng 2 Quận 10, DT: 6x19m-DTCN: 111m2-4 lầu Giá 23 tỷ",2026-05-27,Giá: 23 tỷ,Đường 3/2,Phường Hòa Hưng,Hồ Chí Minh,111 m²,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ngan-hang-dinh-gia-62-ty-ban-42-ty-mt-hoang-hoa-tham-binh-thanh-13x30m-3-tang-hdt-90tr-18708262.html,NGÂN HÀNG ĐỊNH GIÁ 62 TỶ BÁN 42 TỶ- MT HOÀNG HOA THÁM BÌNH THẠNH- 13x30m- 3 tầng- HĐT 90tr,2026-05-26,Giá: 42 tỷ,Đường Hoàng Hoa Thám,Phường Bình Lợi Trung,Hồ Chí Minh,300 m²,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/hdt-3000tr-thang-ban-toa-chdv-tang-nhon-phu-a-15-x-25-ham-5-tang-gia-55-ty-tl-18709463.html,HDT 3000tr/tháng - Bán Tòa CHDV Tăng Nhơn Phú A - 15 x 25 - Hầm 5 tầng - Giá 55 tỷ TL,2026-05-26,Giá: 55 tỷ,Đường Số 182,Phường Tăng Nhơn Phú,Hồ Chí Minh,411 m²,"Đường Số 182, Phường Tăng Nhơn Phú, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/dong-tien-7-2-toa-chdv-quang-trung-11m-x-24m-7-tang-hdt-300tr-gia-50-ty-tl-18709450.html,Dòng tiền 7.2% - Tòa CHDV Quang Trung - 11m x 24m - 7 tầng - HDT 300tr -Giá 50 tỷ TL,2026-05-26,Giá: 50 tỷ,Đường Quang Trung,Phường Thông Tây Hội,Hồ Chí Minh,200 m²,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/chi-32-ty-ban-nha-mat-tien-ngay-xuan-thuy-quan-2-dt-5-5x20-2-tang-hdt-60-trieu-18709433.html,"Chỉ 32 Tỷ!!!  Bán Nhà Mặt Tiền Ngay Xuân Thuỷ, Quận 2 - DT 5,5x20 - 2 Tầng - HĐT 60 Triệu",2026-05-26,Giá: 32 tỷ,Đường Xuân Thủy,Phường An Khánh,Hồ Chí Minh,120 m²,"Đường Xuân Thủy, Phường An Khánh, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-toa-chdv-quan-3-4-1-x-30-hdt-100tr-thang-gia-26-5-tr-thuong-luong-18709424.html,"Bán Tòa CHDV Quận 3 - 4,1 x 30 - HĐT 100tr/tháng - Giá 26,5 tr thương lượng",2026-05-26,"Giá: 26,5 tỷ",Đường Lý Chính Thắng,Phường Xuân Hòa,Hồ Chí Minh,116 m²,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-toa-van-phong-duong-bui-thi-xuan-dt-7-8x20m-ham-8-tang-hdt-320-trieu-84-ty-18709414.html,"Bán Tòa Văn Phòng Đường Bùi Thị Xuân - DT 7,8x20m - Hầm 8 Tầng - HĐT 320 Triệu - 84 Tỷ",2026-05-26,Giá: 84 tỷ,Đường Bùi Thị Xuân,Phường Cầu Ông Lãnh,Hồ Chí Minh,154 m²,"Đường Bùi Thị Xuân, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/ban-toa-chdv-p-an-khanh-q2-9-x-13-4-tang-hdt-75tr-thang-gia-38-ty-thuong-luong-18709408.html,"Bán Tòa CHDV P, AN Khánh, Q2 - 9 x 13 - 4 tầng - HDT 75tr/tháng- Giá 38 tỷ thương lượng",2026-05-26,Giá: 38 tỷ,Đường số 1,Phường An Khánh,Hồ Chí Minh,115 m²,"Đường số 1, Phường An Khánh, Thành phố Thủ Đức, Hồ Chí Minh (cũ)"
https://alonhadat.com.vn/chi-27-ty-dong-tien-160-trieu-ban-toa-chdv-duong-vo-thi-sau-ham-6-tang-dt-4-8x22m-18709403.html,"Chỉ 27 Tỷ! Dòng Tiền 160 Triệu - Bán Tòa CHDV Đường Võ Thị Sáu - Hầm 6 Tầng - DT 4,8x22m",2026-05-26,Giá: 27 tỷ,Đường Võ Thị Sáu,Phường Tân Định,Hồ Chí Minh,106 m²,"Đường Võ Thị Sáu, Phường Tân Định, Quận 1, Hồ Chí Minh (cũ)"
