property_type,legal_status,num_floors,num_bedrooms,road_width_m,width_m,length_m,area_m2,dining_room_bin,kitchen_bin,terrace_bin,car_parking_bin,locality_square,locality_population_density,distance_to_center_km,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,perimeter_m,shape_ratio,area_x_floors,area_x_bedrooms,area_per_bedroom,distance_vs_area,log_area,log_distance_to_center,log_population_density,location_score,amenity_score,interaction_loc_amenity,nearby_amenities,nearest_metro_km_missing,nearest_mall_km_missing,nearest_supermarket_km_missing,width_m_missing,length_m_missing
1,0,4.0,5.0,10.0,4.0,23.0,93.0,0,0,0,0,,14.879,8.141024430261677,0.1582111804474083,21.0,2.505350197778585,11.0,1.8022386834129105,5.0,0.0342663780731225,11.0,2.129929912346807,2.0,0.1270250200729205,18.0,4.701112104079752,54.0,0.17748917748917747,372.0,465.0,15.5,0.08660664287512422,4.543294782270004,2.2127724612708537,2.76499748154396,22.61307736771834,52.5,1187.186561805213,68.0,0,0,0,0,0
1,1,6.0,8.0,12.0,4.4,23.0,102.0,0,0,0,0,,40.663,4.269085747004669,0.2423673408469262,226.0,0.4287071007196592,82.0,0.1288254309549228,55.0,0.1278016142048294,58.0,0.773000903348049,8.0,0.3343310689398667,51.0,3.848872992674958,54.8,0.1948051948051948,612.0,816.0,11.333333333333334,0.04144743443693854,4.634728988229636,1.6618568649616257,3.729613444761964,32.00860655495303,423.0,13539.640572745133,480.0,0,0,0,0,0
1,1,2.0,3.0,20.0,4.0,22.0,66.0,0,0,0,0,,49.645,2.8992827389649314,0.1132037823947239,188.0,0.1100778590182114,87.0,0.0521991052115,51.0,0.0210908603415075,93.0,0.4557872082697844,20.0,0.2254617940762302,93.0,2.267741667577785,52.0,0.1855203619909502,132.0,198.0,16.5,0.043272876700969125,4.204692619390966,1.3607926231356002,3.9248405091387606,38.985471764797424,451.5,17601.940501806035,532.0,0,0,0,0,0
1,1,4.0,5.0,40.0,4.0,17.0,74.0,0,0,0,0,,61.537,4.316205817107058,0.1713685650145607,157.0,0.4787887943045877,76.0,0.4200983662943595,45.0,0.4842037698485379,49.0,0.9540855082874764,11.0,0.171607790715002,64.0,3.623961721486628,42.0,0.239766081871345,296.0,370.0,12.333333333333334,0.05754941089476077,4.31748811353631,1.6707598566378494,4.135758381579484,31.828535261820356,342.0,10885.359059542561,402.0,0,0,0,0,0
1,0,2.0,5.0,15.0,4.8,24.0,118.0,0,0,0,0,,34.822,3.6529903141458857,0.1076850483894952,72.0,1.805315414661134,27.0,0.5578928421627634,12.0,0.6222400675238364,45.0,1.7909154840913768,4.0,0.1721588834646122,41.0,1.0046075912891124,57.6,0.20331950207468877,236.0,590.0,19.666666666666668,0.030697397597864585,4.77912349311153,1.5375100912239565,3.578562229803067,26.770112540784982,165.5,4430.453625499915,201.0,0,0,0,0,0
1,1,2.0,5.0,12.0,5.55,22.0,120.0,1,1,1,1,,46.242,6.35429173474454,0.1750195304360008,153.0,0.5225105240070275,61.0,0.45950139405485,28.0,0.4906634202464263,27.0,1.753596535716645,2.0,0.0941272756655079,48.0,5.088364417881627,55.1,0.25565610859728505,240.0,600.0,20.0,0.05251480772516148,4.795790545596741,1.995284052304985,3.855283327435516,28.969008498134475,275.5,7980.961841236048,319.0,0,0,0,0,0
1,1,7.0,13.0,20.0,5.0,18.0,84.0,1,1,1,1,,20.851,12.151904310691837,0.7968596754442918,42.0,0.3837840440934652,6.0,1.6474335610303283,8.0,1.652960587851705,9.0,5.003439779735623,0.0,0.065549019531851,10.0,5.088364417881627,46.0,0.2817679558011049,588.0,1092.0,6.0,0.1429635801257863,4.442651256490317,2.5765665626404464,3.08424668708473,22.37414304142792,60.0,1342.4485824856752,75.0,0,0,0,0,0
1,0,7.0,14.0,20.0,4.3,17.0,67.0,0,0,0,0,,15.468,1.987691476481848,0.1649103812535736,97.0,1.4498165760648885,49.0,0.2933004039499611,15.0,0.1553468981741968,61.0,2.1067582884953944,12.0,0.0902547823783499,42.0,0.7103435609789256,42.6,0.25730994152046777,469.0,938.0,4.466666666666667,0.029230757007086,4.219507705176107,1.0945010077500148,2.801419103907658,28.912355219824754,255.5,7387.106758665224,276.0,0,0,0,0,0
0,1,3.0,5.0,16.0,4.0,21.0,82.0,0,0,0,0,,7.631,9.350266142590472,0.4207664622846291,68.0,1.223301474675765,13.0,0.5398216588401995,8.0,0.2350753881339863,13.0,3.250243695354636,0.0,0.1274930284114385,28.0,5.088364417881627,50.0,0.19431279620853079,246.0,410.0,13.666666666666666,0.11265380894687316,4.418840607796598,2.337012233640721,2.1553603732375204,21.589528734535588,100.5,2169.7476378208266,130.0,0,0,0,0,0
0,1,4.0,4.0,8.0,5.0990195135927845,15.297058540778355,78.0,1,1,1,0,,39.448,6.547124571141772,0.2271088171488027,66.0,1.262638545748017,25.0,1.5846055577420126,7.0,0.8043930251458349,6.0,0.2043101297318348,7.0,0.1350125885728282,30.0,5.088364417881627,40.792156108742276,0.3376631646767748,312.0,312.0,15.6,0.08287499457141484,4.3694478524670215,2.021166639214179,3.7000171985243924,29.806807976965523,123.5,3681.140785155242,141.0,0,0,0,0,0
0,1,3.0,3.0,6.0,4.0,14.0,56.0,1,1,1,1,,13.469,5.619194501490771,0.4488826876728026,52.0,2.913708152983772,16.0,0.4767576975393963,6.0,0.4858052693822553,27.0,1.0213146242196642,2.0,0.2952877885045731,20.0,3.305394095862167,36.0,0.2907801418439716,168.0,168.0,14.0,0.09858235967527668,4.04305126783455,1.8899736860337615,2.6720084297549445,22.154278381187744,107.0,2370.5077867870887,123.0,0,0,0,0,0
0,1,3.0,4.0,8.0,5.0,14.9,74.0,1,1,1,1,,61.537,3.799589915853832,0.272136477293492,186.0,0.2225634314434045,83.0,0.2166934646773793,51.0,0.1744325430222224,69.0,0.1672512232091907,12.0,0.0269669626459871,91.0,3.158661509250724,39.8,0.33999999999999997,222.0,296.0,14.8,0.050661198878051095,4.31748811353631,1.5685304800670181,4.135758381579484,36.794648443913374,403.5,14846.640647119046,492.0,0,0,0,0,0
0,1,2.0,3.0,5.0,5.0,11.8,59.0,1,1,1,1,,29.851,4.830279547129328,0.4546188265738125,68.0,2.09692714628374,25.0,0.3925950736002273,10.0,0.2625190817205464,31.0,1.755268654940006,3.0,0.3091537925683889,27.0,2.800769620458555,33.6,0.42857142857142855,118.0,177.0,14.75,0.08050465911882212,4.0943445622221,1.763064948977741,3.429169164736904,22.215267993294887,142.5,3165.6756890445213,164.0,0,0,0,0,0
0,1,2.0,3.0,5.0,4.0,13.0,52.0,1,1,1,1,,29.851,4.38503139445485,0.4121033006196985,89.0,1.020801536294697,40.0,0.7158844131112477,11.0,0.8293121717553118,36.0,1.551172138725318,7.0,0.0328308472180503,45.0,3.5311761369164216,34.0,0.3129770992366412,104.0,156.0,13.0,0.08273644140480849,3.970291913552122,1.6836231405736881,3.429169164736904,25.679015173349644,199.0,5110.124019496579,228.0,0,0,0,0,0
0,1,1.0,3.0,5.0,4.0,12.25,49.0,1,1,1,1,,38.239,5.15442807966281,0.2494847903364127,74.0,0.4132828544021341,33.0,0.4901964967254911,10.0,0.8504405383542083,26.0,0.7045242023991288,7.0,0.0480005790263471,43.0,4.371967127018114,32.5,0.33198380566801616,49.0,147.0,12.25,0.1030885615932562,3.912023005428146,1.817171835686758,3.6696711501726385,31.734967188845545,163.5,5188.667135376247,193.0,0,0,0,0,0
0,1,2.0,3.0,6.0,5.0,10.0,50.0,0,0,0,0,,29.851,4.38503139445485,0.4121033006196985,89.0,1.020801536294697,40.0,0.7158844131112477,11.0,0.8293121717553118,36.0,1.551172138725318,7.0,0.0328308472180503,45.0,3.5311761369164216,30.0,0.504950495049505,100.0,150.0,12.5,0.08598100773440882,3.9318256327243257,1.6836231405736881,3.429169164736904,25.679015173349644,199.0,5110.124019496579,228.0,0,0,0,0,0
0,1,2.0,3.0,6.0,5.0,11.0,55.0,0,1,0,0,,34.52,5.599843813281972,0.1287495988879491,58.0,0.9433945684469331,27.0,0.8609414180930919,9.0,0.4387865056851189,26.0,1.536930018686424,7.0,0.4253006526046893,25.0,4.148522801036082,32.0,0.45945945945945943,110.0,165.0,13.75,0.09999721095146379,4.02535169073515,1.8870459840981209,3.5700959181239695,27.979641309976618,138.5,3875.1803214317615,152.0,0,0,0,0,0
0,1,2.0,3.0,6.0,5.0,10.0,50.0,0,0,0,0,,38.239,5.116720314046692,0.0510695257615913,65.0,0.8475101143544526,32.0,0.2696611618398571,10.0,0.5001513009790616,29.0,1.0265599638832372,7.0,0.0122252346135835,41.0,4.067926502652966,30.0,0.504950495049505,100.0,150.0,12.5,0.10032784929503318,3.9318256327243257,1.8110260564828398,3.6696711501726385,30.59440952456345,156.0,4772.727885831898,184.0,0,0,0,0,0
0,1,2.0,3.0,6.0,4.0,10.0,60.0,0,0,0,0,,38.239,5.354201753705501,0.5244354232614753,79.0,0.4582358259084895,38.0,1.260310468717793,11.0,1.1419750720307469,25.0,0.8297774882448749,7.0,0.2578944776998751,27.0,4.946305180345097,28.0,0.4059405940594059,120.0,180.0,15.0,0.08777379924107379,4.110873864173311,1.8491162875789113,3.6696711501726385,28.73877942240579,175.0,5029.286398921014,187.0,0,0,0,0,0
0,1,1.0,3.0,4.0,5.0,13.0,67.0,0,0,1,1,,23.097,10.051592993712129,0.3870611096847802,59.0,0.7228639422523274,14.0,0.3248693473316902,16.0,0.5133655339027483,26.0,2.443531539860875,1.0,0.058528114144772,39.0,5.088364417881627,36.0,0.3893129770992366,67.0,201.0,16.75,0.14781754402517835,4.219507705176107,2.4025745799002616,3.182087351420365,24.234354174474188,108.0,2617.310250843212,155.0,0,0,0,0,0
0,1,2.0,4.0,5.0,5.0,17.0,76.0,0,0,0,0,,24.485,4.857363561586759,0.3101428848010182,139.0,0.6742192297742482,73.0,0.2831981009363797,21.0,0.2004010802206919,32.0,0.9873793689904992,4.0,0.2099818870230122,40.0,4.920595234876973,44.0,0.29824561403508765,152.0,304.0,15.2,0.06308264365697089,4.343805421853684,1.7676995981855939,3.238090043792005,28.85479046020464,288.5,8324.60704776904,309.0,0,0,0,0,0
0,1,1.0,2.0,5.0,4.396968652757639,13.19090595827292,58.0,1,1,1,1,,29.851,4.38503139445485,0.4121033006196985,89.0,1.020801536294697,40.0,0.7158844131112477,11.0,0.8293121717553118,36.0,1.551172138725318,7.0,0.0328308472180503,45.0,3.5311761369164216,35.175749222061114,0.33834929438790456,58.0,116.0,19.333333333333332,0.07432256600770931,4.07753744390572,1.6836231405736881,3.429169164736904,25.679015173349644,199.0,5110.124019496579,228.0,0,0,0,0,0
0,1,2.0,3.0,4.0,4.281744192888376,12.84523257866513,55.0,1,1,1,1,,29.851,4.034777763943694,0.5033179759084848,107.0,0.8766920795174096,45.0,0.3472241156132691,14.0,0.7098926729521648,46.0,1.8306465745159768,7.0,0.188044343780452,40.0,3.3710954769537844,34.25395354310701,0.33848323436922034,110.0,165.0,13.75,0.07204960292756597,4.02535169073515,1.6163693869528484,3.429169164736904,25.475847691388914,234.5,5974.086283630701,259.0,0,0,0,0,0
0,1,2.0,4.0,4.5,4.041451884327381,12.12435565298214,49.0,1,1,1,1,,38.239,5.15442807966281,0.2494847903364127,74.0,0.4132828544021341,33.0,0.4901964967254911,10.0,0.8504405383542083,26.0,0.7045242023991288,7.0,0.0480005790263471,43.0,4.371967127018114,32.331615074619044,0.33878692684444844,98.0,196.0,9.8,0.1030885615932562,3.912023005428146,1.817171835686758,3.6696711501726385,31.734967188845545,163.5,5188.667135376247,193.0,0,0,0,0,0
0,1,2.0,2.0,4.0,3.7,10.0,38.0,0,0,0,0,,81.309,3.2419722128438297,0.3010820874778004,222.0,0.2811142836074399,87.0,0.2622385558569263,54.0,0.3931772678968423,92.0,0.3926340325942063,11.0,0.1032738006671135,74.0,2.789766515743807,27.4,0.3762376237623763,76.0,76.0,12.666666666666666,0.08312749263702128,3.6635616461296463,1.4450283056363191,4.410480457718672,35.132847962004156,466.5,16389.47357427494,540.0,0,0,0,0,0
0,1,5.0,4.0,4.0,4.0,16.5,70.0,1,1,1,1,,37.405,9.768333841582272,0.1157914390670293,62.0,2.286844519260672,10.0,0.3188662161381582,8.0,0.2394915872667279,10.0,3.627993202623984,0.0,0.1667729618397612,24.0,5.088364417881627,41.0,0.24698795180722888,350.0,280.0,14.0,0.1375821667828489,4.2626798770413155,2.3766097755404956,3.6481876594506453,22.025081421513832,87.0,1916.1820836717034,114.0,0,0,0,0,0
0,1,4.0,4.0,4.0,7.9,7.5,67.0,1,1,1,0,,38.042,3.067975386545508,0.1536564277820822,117.0,0.3253671289426457,47.0,0.3173412790612379,16.0,0.127429078630904,61.0,3.0678526059733926,0.0,0.1082694455382833,47.0,2.0800873263501067,30.8,1.0526315789473684,268.0,268.0,13.4,0.045117285096257474,4.219507705176107,1.4031454276629718,3.664637989740902,31.694506866496983,248.5,7876.0849563245,288.0,0,0,0,0,0
0,1,3.0,4.0,221.0,3.55,15.3,55.0,1,1,1,1,,63.563,5.37969416459987,0.2115963002894726,209.0,0.5503108751290905,73.0,0.7405824347943004,49.0,0.2140449162303912,35.0,1.941231583861396,4.0,0.207908719964766,51.0,5.030126367503351,37.7,0.237012987012987,165.0,220.0,11.0,0.09606596722499769,4.02535169073515,1.8531201596246114,4.1676414912835575,28.590722946902645,361.5,10335.546345305305,421.0,0,0,0,0,0
0,1,3.0,3.0,5.0,4.0,13.0,52.0,1,1,1,1,,34.52,7.067045022908887,0.964922530872876,59.0,1.1287953025345878,17.0,0.5448243369580358,5.0,0.9025137244840112,8.0,0.7958655282815558,6.0,0.0269244935107706,44.0,5.088364417881627,34.0,0.3129770992366412,156.0,156.0,13.0,0.13334047213035635,3.970291913552122,2.0877872470609793,3.5700959181239695,22.727695728227864,104.5,2375.0442035998117,139.0,0,0,0,0,0
0,1,3.0,3.0,5.0,4.0,13.0,52.0,1,1,1,1,,29.851,4.38503139445485,0.4121033006196985,89.0,1.020801536294697,40.0,0.7158844131112477,11.0,0.8293121717553118,36.0,1.551172138725318,7.0,0.0328308472180503,45.0,3.5311761369164216,34.0,0.3129770992366412,156.0,156.0,13.0,0.08273644140480849,3.970291913552122,1.6836231405736881,3.429169164736904,25.679015173349644,199.0,5110.124019496579,228.0,0,0,0,0,0
0,1,1.0,3.0,5.0,5.0,11.6,58.0,1,1,1,1,,24.485,4.461557901346235,0.1733989438830429,135.0,0.0305450150507384,70.0,0.794278571905715,19.0,0.2076071235066953,37.0,1.4435863066626515,5.0,0.1181614011811564,40.0,4.6284685472765466,33.2,0.4358974358974359,58.0,174.0,14.5,0.07561962544654635,4.07753744390572,1.6977340789748674,3.238090043792005,35.09308555587557,287.0,10071.715554536288,306.0,0,0,0,0,0
0,1,1.0,3.0,5.0,5.0,12.12,60.0,1,1,1,1,,32.947,3.184773385071648,0.0696718938111053,172.0,0.2659390659990112,81.0,0.5110507580872001,29.0,0.0932510708644168,63.0,1.848545827446116,8.0,0.1743181063292845,42.0,3.3424814045816604,34.239999999999995,0.41734860883797054,60.0,180.0,15.0,0.052209399755272924,4.110873864173311,1.43145255314954,3.5248004848572627,34.16169760930209,372.5,12725.232359465028,395.0,0,0,0,0,0
0,1,2.0,3.0,6.0,5.0,12.4,62.0,1,1,1,1,,38.042,3.6745831092845913,0.3517058281966545,103.0,1.066645883462131,37.0,0.9607827361666568,17.0,0.1228654507037159,50.0,2.7351877334377805,2.0,0.1448124211405867,47.0,1.9831090837511047,34.8,0.408,124.0,186.0,15.5,0.058326716020390336,4.143134726391533,1.5421399842797903,3.664637989740902,25.310924597346315,212.5,5378.571476936092,256.0,0,0,0,0,0
0,1,2.0,3.0,5.0,5.0,12.72,63.0,1,1,1,1,,32.947,4.796422182944646,0.5477714107224352,116.0,0.5675619804281183,51.0,1.2172085411490003,19.0,0.8418102528504364,33.0,0.7893998809406549,9.0,0.084249296743144,42.0,5.010827876935172,35.44,0.3978159126365054,126.0,189.0,15.75,0.07494409660851009,4.1588830833596715,1.75724086220333,3.5248004848572627,28.299223276639555,243.5,6890.860867861732,270.0,0,0,0,0,0
0,1,1.0,3.0,5.0,4.0,10.8,43.0,1,1,1,1,,38.239,5.15442807966281,0.2494847903364127,74.0,0.4132828544021341,33.0,0.4901964967254911,10.0,0.8504405383542083,26.0,0.7045242023991288,7.0,0.0480005790263471,43.0,4.371967127018114,29.6,0.37614678899082565,43.0,129.0,10.75,0.11714609271960931,3.784189633918261,1.817171835686758,3.6696711501726385,31.734967188845545,163.5,5188.667135376247,193.0,0,0,0,0,0
0,1,3.0,4.0,6.0,5.0,14.0,70.0,1,1,1,1,,51.515,2.4029984596979173,0.378624375834409,182.0,0.351961044130898,86.0,0.1281916165335256,45.0,0.0849445207481351,109.0,1.0852165231756958,16.0,0.1966032215298479,65.0,2.4939568202225475,38.0,0.36170212765957444,210.0,280.0,14.0,0.03384504872813968,4.2626798770413155,1.2246569428880218,3.9610988430747387,32.64824028454776,452.0,14757.004608615587,503.0,0,0,0,0,0
0,0,2.0,4.0,5.0,4.0,15.0,62.0,1,1,1,1,,38.042,3.617202182589893,0.4965127994092397,106.0,0.6723113446391428,40.0,0.5191444571519719,15.0,0.3804838378152833,47.0,2.7780245605432885,2.0,0.3152663422876538,42.0,2.275193380710126,38.0,0.271523178807947,124.0,248.0,12.4,0.05741590766015703,4.143134726391533,1.529788933467053,3.664637989740902,25.971437229032258,217.0,5635.8018787,252.0,0,0,0,0,0
0,1,2.0,3.0,5.0,5.0,12.0,60.0,0,0,0,0,,29.851,5.518162999413561,0.3229844614613355,52.0,1.7872345276552803,23.0,0.6863846982219879,8.0,0.7441141835754278,26.0,2.1428895093998177,6.0,0.2216411070038452,25.0,3.706835542545565,34.0,0.4214876033057851,120.0,180.0,15.0,0.09046168851497641,4.110873864173311,1.874592587683778,3.429169164736904,22.96981467729091,124.5,2859.7419273227183,140.0,0,0,0,0,0
0,1,3.0,5.0,6.0,7.0,12.0,84.0,0,0,0,0,,38.809,1.8517516537011345,0.2079713956963002,183.0,0.1684181091586486,89.0,0.2429728003619571,45.0,0.0782999069793001,114.0,0.4561039653520926,19.0,0.1113771048084616,84.0,1.2652112073532722,38.0,0.5867768595041322,252.0,420.0,14.0,0.021785313572954525,4.442651256490317,1.0479334208156412,3.684093017379976,39.13625766150615,468.5,18335.336714415633,534.0,0,0,0,0,0
0,1,2.0,3.0,5.0,5.0,10.8,54.0,0,0,0,0,,29.851,4.430708228156601,0.1469296713172017,94.0,0.6842044042121768,44.0,0.4620007517440365,12.0,0.9118086584919728,42.0,1.4085445613567644,7.0,0.4226530542097066,33.0,3.882033769214861,31.6,0.4678899082568807,108.0,162.0,13.5,0.08055833142102911,4.007333185232471,1.6920695541988748,3.429169164736904,29.819323902587726,216.0,6440.9739629589485,232.0,0,0,0,0,0
0,1,4.0,4.0,4.0,4.0,20.0,80.0,0,0,0,0,,17.995,3.27607594375502,0.272559058679589,80.0,1.5188764160250725,48.0,0.334854315782336,16.0,0.6445274422737115,51.0,2.0325508513473585,15.0,0.0865628211901925,38.0,2.9261349288663707,48.0,0.20398009950248752,320.0,320.0,16.0,0.04044538202166691,4.394449154672439,1.4530357534716456,2.944175786639589,25.71704763599068,233.0,5992.072099185829,248.0,0,0,0,0,0
0,1,1.0,2.0,3.0,3.1,11.0,31.0,0,0,0,0,,20.851,11.965357134611564,0.0886766137030516,40.0,0.9347128896142194,6.0,1.2938540289298055,6.0,0.8001554762247344,10.0,5.003439779735623,0.0,0.2219927776915887,19.0,5.088364417881627,28.2,0.2882882882882883,31.0,62.0,10.333333333333334,0.37391741045661137,3.4657359027997265,2.562280964666897,3.08424668708473,24.739568544589154,59.0,1459.63454413076,81.0,0,0,0,0,0
0,1,3.0,3.0,4.0,5.2,16.7,87.0,1,1,1,0,,24.485,4.796422182944646,0.5477714107224352,116.0,0.5675619804281183,51.0,1.2172085411490003,19.0,0.8418102528504364,33.0,0.7893998809406549,9.0,0.084249296743144,42.0,5.010827876935172,43.8,0.31547619047619047,261.0,261.0,21.75,0.054504797533461886,4.477336814478207,1.75724086220333,3.238090043792005,28.299223276639555,243.5,6890.860867861732,270.0,0,0,0,0,0
0,1,3.0,4.0,7.0,4.0,16.0,64.0,1,1,1,0,,49.645,2.8992827389649314,0.1132037823947239,188.0,0.1100778590182114,87.0,0.0521991052115,51.0,0.0210908603415075,93.0,0.4557872082697844,20.0,0.2254617940762302,93.0,2.267741667577785,40.0,0.2546583850931677,192.0,256.0,12.8,0.04460434983022971,4.174387269895637,1.3607926231356002,3.9248405091387606,38.985471764797424,451.5,17601.940501806035,532.0,0,0,0,0,0
0,1,4.0,7.0,6.0,3.35,16.0,55.0,1,1,1,1,,39.45,2.023889352724974,0.1488992384997536,154.0,0.1167789154966356,77.0,0.1704281889192115,29.0,0.2117561670509099,101.0,1.4039437830622608,15.0,0.0242128317547527,49.0,2.241002413191865,38.7,0.21428571428571427,220.0,385.0,6.875,0.036140881298660256,4.02535169073515,1.106543867940517,3.700066643504501,37.26129057196186,400.5,14923.146874070724,425.0,0,0,0,0,0
0,0,1.0,2.0,3.0,4.0,15.5,63.0,0,0,0,0,,38.239,5.46912316211403,0.1755650750818743,64.0,0.5239478647461463,29.0,0.2455413210050974,9.0,0.5342557500688416,21.0,0.5562563546935235,7.0,0.1171643981009367,51.0,4.531780440683517,39.0,0.26282051282051283,63.0,126.0,21.0,0.08545504940803172,4.1588830833596715,1.8670405756986723,3.6696711501726385,32.11996312933169,142.5,4577.094745929765,181.0,0,0,0,0,0
0,1,4.0,15.0,6.0,7.5,15.0,110.0,0,0,1,1,,29.851,4.38503139445485,0.4121033006196985,89.0,1.020801536294697,40.0,0.7158844131112477,11.0,0.8293121717553118,36.0,1.551172138725318,7.0,0.0328308472180503,45.0,3.5311761369164216,45.0,0.5033112582781457,440.0,1650.0,6.875,0.03950478733743108,4.709530201312334,1.6836231405736881,3.429169164736904,25.679015173349644,199.0,5110.124019496579,228.0,0,0,0,0,0
0,1,1.0,2.0,1.5,3.8,5.0,19.0,0,0,0,0,,43.757,8.118228271725329,0.1732260402308277,131.0,1.2588987073037263,46.0,0.2464495034632837,34.0,0.2704878039262785,23.0,2.4737646400870195,3.0,0.1844950855123746,38.0,5.088364417881627,17.6,0.7647058823529412,19.0,38.0,6.333333333333333,0.4059114135862664,2.995732273553991,2.21027551676251,3.801247857068821,24.497793817513664,229.0,5609.994784210629,275.0,0,0,0,0,0
0,1,2.0,2.0,4.0,3.5,4.5,29.0,0,0,0,0,,47.715,5.962326713697463,0.4383242321264722,201.0,0.501321871546248,76.0,0.1201895316799122,47.0,0.8517077468866106,33.0,1.4737363108523944,5.0,0.0833264569863577,72.0,5.088364417881627,16.0,0.782608695652174,58.0,58.0,9.666666666666666,0.19874422378991544,3.4011973816621555,1.940513716426258,3.8859869908773046,27.335069198437544,358.0,9785.954773040641,434.0,0,0,0,0,0
0,1,2.0,3.0,5.0,6.0,13.0,71.0,0,0,0,0,,24.485,4.703474913456767,0.1318908513076606,141.0,0.5078039785070364,73.0,0.3356930093322446,20.0,0.2939590772215233,33.0,1.1630886441701704,4.0,0.0824946263361064,38.0,4.795021280006875,38.0,0.46564885496183206,142.0,213.0,17.75,0.06532604046467733,4.276666119016055,1.7410756230290076,3.238090043792005,31.330057144393972,291.5,9132.711657590842,309.0,0,0,0,0,0
0,0,2.0,2.0,5.0,5.0,26.0,130.0,1,1,0,1,,7.631,8.511132076400708,0.4185332425970535,76.0,1.9338599672992576,19.0,0.3787403418224322,8.0,0.353773766732773,17.0,2.4096044770268485,3.0,0.190437074846856,22.0,5.088364417881627,62.0,0.1954022988505747,260.0,260.0,43.333333333333336,0.06497047386565426,4.875197323201151,2.2524629101035147,2.1553603732375204,20.722711834064782,127.5,2642.1457588432595,145.0,0,0,0,0,0
0,1,4.0,5.0,8.0,4.0,17.0,68.0,1,1,1,1,,31.76,9.9193041191287,0.0447049768024632,62.0,2.1702782347422387,9.0,0.6533975509460673,9.0,0.1618420502101994,15.0,3.959198285045436,0.0,0.0882281879422681,31.0,5.088364417881627,42.0,0.239766081871345,272.0,340.0,11.333333333333334,0.14375803071201015,4.23410650459726,2.3905322429316977,3.4892082589848687,22.93763998389096,90.5,2075.856418542132,126.0,0,0,0,0,0
0,1,2.0,3.0,4.0,4.0,17.0,64.0,1,1,1,1,,7.631,9.48566536903651,0.2334981147879459,59.0,1.3598517112955302,11.0,0.2949256778931403,7.0,0.8063645429547048,14.0,3.8672566908794175,0.0,0.0754642130931868,23.0,5.088364417881627,42.0,0.239766081871345,128.0,192.0,16.0,0.14593331336979248,4.174387269895637,2.3500091214760133,2.1553603732375204,22.478780310779356,89.5,2011.8508378147524,114.0,0,0,0,0,0
0,1,2.0,4.0,4.0,4.0,17.0,69.0,1,1,1,1,,37.405,9.768333841582272,0.1157914390670293,62.0,2.286844519260672,10.0,0.3188662161381582,8.0,0.2394915872667279,10.0,3.627993202623984,0.0,0.1667729618397612,24.0,5.088364417881627,42.0,0.239766081871345,138.0,276.0,13.8,0.13954762630831818,4.248495242049359,2.3766097755404956,3.6481876594506453,22.025081421513832,87.0,1916.1820836717034,114.0,0,0,0,0,0
0,1,4.0,6.0,6.0,4.0,35.0,115.0,1,1,1,1,,32.947,4.298963761260498,0.2527247135044929,122.0,1.0500303441288568,52.0,0.5151212842325512,17.0,0.319759599885186,47.0,1.305698906032591,9.0,0.1805797961384505,34.0,4.496492678876567,78.0,0.11680911680911679,460.0,690.0,16.428571428571427,0.03706003242465947,4.7535901911063645,1.6675112846988838,3.5248004848572627,27.402267091880876,265.0,7261.600779348432,281.0,0,0,0,0,0
0,1,1.0,2.0,5.0,4.358898943540674,13.07669683062202,57.0,1,1,1,1,,29.851,4.197175831803325,0.3071398387790532,100.0,0.9025433835146324,45.0,0.3042465404346525,13.0,0.945192911247097,45.0,1.6409167307363564,7.0,0.4409800031563,36.0,3.660998682119959,34.871191548325385,0.3383927702714085,57.0,114.0,19.0,0.0723651005483332,4.060443010546419,1.64811536878153,3.429169164736904,26.99442700857396,226.5,6114.237717442003,246.0,0,0,0,0,0
0,1,4.0,4.0,3.5,4.1,10.5,45.0,0,0,0,0,,32.947,3.526954400701507,0.1175141904538145,128.0,0.1697385585509312,52.0,0.4514166541448588,18.0,0.7759415491050107,56.0,2.3497406593452834,6.0,0.1136563562267956,32.0,3.4075937654659247,29.2,0.3962264150943396,180.0,180.0,9.0,0.07667292175438059,3.828641396489095,1.5100493956620944,3.5248004848572627,33.649313663868945,274.0,9219.911943900092,292.0,0,0,0,0,0
0,1,3.0,2.0,4.0,5.6,5.3,30.0,1,1,0,0,,46.242,5.749428887701497,0.2903348367280776,173.0,0.7099525088779358,69.0,0.5050719831628644,35.0,0.8981569355501641,32.0,1.8476913675845403,3.0,0.216689911447672,35.0,5.088364417881627,21.799999999999997,1.0555555555555556,90.0,60.0,10.0,0.18546544799037087,3.4339872044851463,1.909457892075468,3.855283327435516,26.871893212440273,314.5,8451.210415312466,347.0,0,0,0,0,0
0,1,2.0,3.0,4.0,5.1,13.5,62.0,1,1,1,1,,18.384,10.828062156041296,0.6745183229066298,66.0,1.0486462759276776,6.0,1.687358014804381,4.0,1.9791072888229329,18.0,1.5103287665399954,1.0,0.1039381573875562,14.0,5.088364417881627,37.2,0.38235294117647056,124.0,186.0,15.5,0.17187400247684598,4.143134726391533,2.4704748569680786,2.9644479835142246,21.954144103724786,95.0,2085.6436898538545,109.0,0,0,0,0,0
